Merchandise trade (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Netherlands,81.156925452184,81.834638048565,79.5928472552105,80.6918080739877,80.7941729036721,77.4669300993575,75.7000747302866,72.6901636284822,73.6884410153587,77.3428816869205,82.1536692955418,81.4656229421136,78.5806369388778,83.7989168285819,96.4639389010261,86.6534108872023,91.3227756235865,86.6962386609234,81.8163455583979,90.6503177755776,84.0840376231674,89.4156104163157,88.5876555279461,88.8830812355363,95.9979556402792,100.15678608952,83.7651202498296,81.244526880329,83.5447206290557,88.839232446141,87.4527850787188,85.5417945021855,81.7886127044827,81.3798052990258,88.6192112340026,92.7044155001785,95.6796078247408,103.112077361594,101.730352174782,103.228675444163,117.22317714026,109.693712433907,105.828073368499,104.161905242962,111.017731813225,120.631212247545,129.920683507416,133.326720964232,139.967754548548,118.604532368454,139.895763237862,
New Caledonia,,,,,,88.9755008725115,88.3034269847747,85.5380825616933,95.5884696098797,99.1984934521877,117.609129501153,104.923591441364,78.8705090223185,76.3422312957353,88.0137785935574,82.5325122614262,73.0292277196096,72.4675091878433,60.7559555475619,69.6125387891149,73.9138839377679,77.218583716594,69.9741614209563,55.7151793115964,65.0738253747143,72.4125818992976,54.0264921565424,57.1864969665862,51.5261041245415,65.9474595583317,52.6625817047826,49.250473427935,45.3524833008367,39.6396089091028,40.8723701668998,41.946398032924,42.4178926992806,44.7213897444219,41.3763871945703,48.2172065993446,56.9650370863618,,,,,,,,,,,
New Zealand,29.7691802267566,29.8711257889059,25.5347914935245,27.3002277729437,27.9765963095182,36.4082280960447,37.0296518356196,32.6821566518632,36.765449461103,38.4194376161809,38.3433712647946,34.5480195448436,34.9890070350037,37.6759711204018,44.1453611597044,41.8696879262339,45.0105697760335,43.0533722378735,39.5850604590147,45.3570434690863,47.6340740298436,47.3559790586112,47.9312956398136,45.0918200414478,55.1542642890686,48.4051918219607,39.8368315099322,36.6328939067171,36.4700266755471,41.071042062438,42.4572690902352,43.0413774002202,46.5978039973486,44.029913734499,44.4093196508393,43.9554696827115,42.2299082782024,44.266586720706,44.5019613421888,46.3689902227501,52.6707993364131,51.1376507096729,44.9560434852003,40.4507035026825,42.5974343859475,43.2064281830123,44.1681597288498,41.8063901203091,55.1276012050826,39.8632166684051,,
Nicaragua,59.2280751516212,57.2735207337954,67.9766096192276,73.1726603498791,75.538736408728,54.7998349833351,53.386367955249,54.1117561222894,50.0750523504497,44.7653331600611,48.4696340263348,47.9959475144685,53.2604090510279,55.345410541281,61.9560926032773,56.4004820020008,58.4702488234264,62.8114090400034,58.37148152363,59.1196740761822,62.397985176361,60.896264668311,48.1564498519347,45.5849759783462,39.5817311594356,47.1736792678672,38.2562894977233,28.562525092727,39.4541777446863,91.393605598786,95.8932808989418,68.7128671735427,60.1294065149487,57.5591412093607,40.3468351963055,45.1562467487609,48.7873410761656,59.9094027922458,57.802739091907,64.316934327048,62.2407511210762,57.6211954245558,57.4954092559439,60.5536375559887,66.4426850451686,71.6021831297472,77.9354486058745,85.3524206750376,90.8941772890212,78.5814843709202,91.9543920128899,
Niger,5.6897867097133,7.0676803566524,8.81969738794391,7.25358418883582,9.03420986531076,9.42309240790002,11.4113301638202,12.1861425439468,10.9372350725768,11.5771365532461,13.9218454539426,13.4537589510811,16.2134328123736,15.5649235574883,14.5667068861975,18.2753649392714,24.4627671066223,27.6646232018166,33.1175696770413,43.0807315553174,46.2421973878795,44.4515070905835,39.5515526165272,34.5515200413234,37.433732262486,43.593312119147,35.9749641182766,27.8994652382311,29.6443702728577,27.8494534217822,27.0087181449273,28.436503770154,34.6269439049432,41.2054974849809,35.3756885164112,35.1978380874185,38.8875988646513,35.0022107234217,38.7626071867407,34.5570902542379,37.7141433333333,35.1674140813464,34.4163263749339,35.6591370078516,38.8810799603175,42.0541270530594,39.9697006264428,42.2327619154306,48.5377659313012,52.4777869050495,55.507356087621,
Nigeria,25.4131478708471,24.814161668186,21.1166375909347,21.2862420584468,23.6235601183419,25.8578608708086,23.7702102115309,25.0395149330033,21.7393311440108,23.9263669283363,18.3243077832952,36.2506361200532,30.02000253745,35.1107643083352,48.20224933687,49.950043756047,51.7209242469785,63.6424046449308,62.3061099769783,58.2999394108874,66.3969046300099,64.6244093712439,56.7605797547784,64.6944298614028,75.2948371274054,75.4190795383871,45.4658167036216,48.1073288331726,50.7359005253265,59.5004710925343,67.514336797922,77.8007761296105,61.634890061249,81.5632288479034,67.7333229867386,73.1585160210887,63.9987081841914,68.1988140769091,59.3146709956955,64.5386877598368,64.5797569841792,61.731677800955,43.1721110335203,51.5609590545614,60.0999000706026,63.449499572146,58.6190007685551,61.1353692690048,64.7305980492441,52.742232011585,62.3313374047858,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,45.3816917327451,45.2253469433238,43.4447029857126,44.4650307991064,45.7358191162292,45.3354584047519,45.6183309798177,47.1419575814062,45.7097451368922,46.5086299427013,48.3808949312101,45.798796006579,44.4599404268072,49.2991364208696,54.7050026020257,52.0053504461899,53.6078588571958,52.9894423468338,48.6344773739149,51.8621753054223,55.7001534169267,53.8737748283804,53.467518738226,51.8164094030103,53.636277614227,55.3120895241405,49.7300219831422,47.7339684876547,45.6299537474389,50.3401233166132,52.0966490875186,49.8748901482094,47.6098881369197,47.2283873873014,49.7906983444602,50.3360046892373,53.2348309614139,53.2469789443117,51.5286741029149,50.081333219394,56.1238480950446,53.9108723152711,49.2556996084988,48.1926437177216,50.4024345240676,52.3736964473045,54.8371353746866,55.0605264212093,57.7365036122763,49.086124506033,49.9795587140002,
Oman,49.7347621978084,59.1657714686116,24.8786282183519,24.0349471012009,15.3864746827346,17.6991228508738,16.5289329103202,33.7345686964768,60.4474191409187,64.3538037009537,62.7969469086787,62.0531358443766,58.8872683000518,73.4092800814258,73.8409965188421,86.2894452560308,72.6064923144451,73.4528690761993,74.5807395250384,75.4370200521476,91.6118319485348,97.9319804429614,96.4827385190596,86.6178882983483,83.3763802195592,83.3129659389498,73.8240910749032,73.4971874956485,66.8954871332651,67.1882695216677,71.0823070679525,72.2833189751409,74.9260629834309,76.8023454899823,73.9926210901845,75.6886334125172,79.0298922056339,80.9536818227326,80.4664512945476,76.6319944241733,82.796954402745,85.2511757761576,87.1256790226796,85.737232557698,89.7196880666957,89.5085156421877,88.6432721566248,97.1731966687415,100.477736327205,97.2696985916058,,
Pakistan,33.1013358036962,25.1192528172168,29.3144579047458,30.6494241350724,29.9953553158798,25.8076860836057,23.975898467395,24.2002043448306,10.2043260504899,12.1033918953213,12.2050082477333,10.369477321773,25.0044324742298,34.5740719453665,38.7439653578462,28.7960300126508,26.2179690525633,25.1153964859219,30.8265362962463,35.314273603658,33.6348741511851,30.2982783293082,25.5874734954095,29.2974765573089,27.000023231391,27.7091729883923,27.4553435397596,29.9656450479654,28.8827873724939,29.5038554401232,32.5565144805304,33.0854810039618,34.4893933198585,31.5958039831483,31.4694369502822,32.2316394468793,34.0397064178253,32.6876631091886,28.6918135413959,29.5852934321951,26.8983923885115,26.8691331068657,29.2448207293897,29.9934646635688,31.9746011934943,37.781295620438,36.6705882352941,35.2218226245346,38.2275020941797,30.3990072062313,34.1797606638768,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.344698261166,98.1368991496674,112.812176401392,93.4058529072006,97.992549495626,78.7554592269083,84.727463312369,81.5475699315125,82.2902167111497,73.6507008990255,78.1276464167341,82.5783973733408,73.53561744522,
Panama,33.8518492466109,34.3985311607656,39.5281274467114,41.0296670009842,40.3109187749667,42.2245774341772,43.744645340751,42.0887956202804,41.9810773159972,42.7478316056696,45.9044558998892,44.6830021541327,44.6892063492064,44.4070219261726,62.7133130915998,63.8815047701648,55.4546020387624,53.53923008255,48.6724713296638,52.737151950185,47.424087342204,43.313933266863,40.7370873297374,35.4259081338539,33.2334567103382,31.9511292114032,28.1098028038549,29.5124416934182,21.7047902348959,26.6803069053708,35.3647519385681,35.1402700991048,38.0341494263258,37.7928219835372,38.6221699272036,39.6529262215252,36.4939230430912,36.9397064656882,38.2529156185685,37.8656285188062,36.4700314100082,32.818124073682,31.191942896255,30.543871586305,32.0036179501104,33.6137784761424,34.5699947482056,40.5968475295544,44.4144237405107,35.4024240216907,37.3844823718614,
Papua New Guinea,42.7236420210556,41.8869613979049,40.4986082105474,44.5234891085994,47.7396824067118,52.940049716889,52.7742010025781,55.4576342141661,53.7483632967616,58.1058257747228,62.9536185842068,66.3356964906151,64.4521050930222,67.0108888987116,79.8859243408495,76.1143066335445,69.6575971117022,80.7858214440865,76.2109869930854,81.3871721862189,86.68557623906,84.0249226742803,81.947661788246,75.4343675210734,78.4321020493169,79.2284115317324,79.7950540164671,73.9857573144493,76.3680396340107,82.7303805364941,73.6086482819502,81.1648816198584,77.9354132419074,78.0756419131925,75.4909204176861,88.5655628947199,82.8244026000655,78.4749830545492,79.4842882045821,88.0916601421855,92.2090022702539,93.3454173373899,92.6141276856202,101.050510662177,107.760291850568,102.054141544222,114.773777660784,120.493080114906,115.14080589976,96.0784571521698,99.8106226181283,
Paraguay,,,,,,25.1518026949834,23.0292921036058,23.9852510418581,22.9207524568728,23.7824045292671,23.4035953950012,22.1481076633807,21.7375002586446,24.7586274960107,27.3578184925007,25.2649722489916,23.627979516293,28.0667034140066,25.0017850102669,24.1809690415629,20.2018635394394,15.4982405581991,18.4850791639253,14.5446770767537,20.9677982365932,25.4829435077581,22.882070593547,25.3955729371719,27.4337776024137,40.5437438896968,43.897006672433,35.1587919187528,32.255007135323,35.1137887038535,45.9032242296167,50.3731081597758,48.5796135478927,50.6306534217641,49.4116741537958,36.2998634544379,43.3020059828132,49.2106064810036,51.9864491076305,62.4867192360076,67.9676661027735,72.2947003137779,70.4272247038693,70.9896640847346,79.9880033055964,70.9771491279555,79.5031940936399,
Peru,32.4151952919897,34.2142265224285,33.6458345307494,31.3284596084705,29.3880216175095,27.7945128859626,26.7874633262153,26.1880924304571,27.0698891267162,23.6490291239808,23.0925672792941,20.5203326819705,19.4607119891461,19.9045257381648,22.4879559118092,23.4007920269868,21.8877514503043,25.5537946412055,25.6159855126525,34.1705124203543,31.3195444193417,25.6940705259124,24.9784036140309,27.4387696174572,25.3356996144018,25.1932217179057,27.3786670875251,23.6935230043393,46.9471783815148,26.7147507755816,22.3013507537632,17.7799739732669,20.6407225365776,22.2335979255363,22.6675580271808,24.5164863867287,24.7762454893042,26.0524313988741,24.628345980079,25.1138065426796,27.102447390247,26.5667893402471,26.7857557347325,28.5340903715351,32.8576561144359,37.6261288329275,42.4052474862578,45.0847080958088,48.5017081274956,38.4089114647848,41.8271720514782,
Philippines,20.0295286564513,23.1049605827799,26.5418428162558,27.4758534260773,29.115423964859,27.5128503629814,28.0053790586354,29.3726247423453,28.2903626726124,25.2041168245175,34.0507528561372,32.7135950851312,31.4102355601152,36.5483754068018,44.9620086052727,40.6215421207882,37.9973079397666,37.647978963313,37.6314333497625,40.6521919366208,43.2537057941058,39.6502984664164,35.6271985343323,38.7418683512416,37.2701910914047,32.7517170855146,34.0326642384832,38.537805395291,41.5805681665204,44.4530906690272,47.7504813136183,47.6886606945167,47.5985864294319,54.997238956106,56.0899683571183,61.8498131636206,65.8240054576844,77.1200224082996,84.3546762005893,83.3108966789894,94.7963871508247,88.6221200865731,93.7833813254029,93.920186470395,93.8836595339773,88.0427389176613,83.0435395734484,72.617454532215,63.0735075634133,50.0871892833164,54.9751509492606,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,31.4485964307598,31.4993244808153,36.1004021518965,38.0754218038591,28.8767608163376,40.1086939683745,38.4816849876883,35.7982440929116,36.5245450732625,36.8248077300483,37.3539051722604,39.2988186376161,43.3078836059943,43.5421231748272,43.6483901834673,47.1613885553586,45.2591991034493,48.6588450369851,56.2885572695822,65.175206471535,62.8721634299469,69.5904295187912,71.9117511092086,71.6399368861223,66.4174878414265,70.1686343848823,
Portugal,27.2557274766756,28.8539048687722,26.4750853495235,27.580420817326,30.5796699238642,31.5876555570144,31.949563484036,29.8003507281382,27.9650543884667,29.484436582851,31.3017011721194,31.420148875714,31.5814004207834,32.6177476954676,39.1957299493978,30.2677256439376,30.0625719214319,31.7384085395229,33.0183664874956,38.1219635598525,42.9759667913382,44.2082204111472,45.6034792382144,47.7707677609121,52.8945991869912,49.8503453413314,44.1837063709209,48.9838524380587,51.9016186101071,53.308684116227,53.6672150255191,48.1502221330865,45.1511345371372,42.2861376489442,45.8017083970156,47.5287754337672,49.3748510188647,51.0196112744066,51.4639893412094,51.0303688060431,54.830365801598,52.8525121782422,49.9403407905538,48.759563337336,48.9408346770689,51.7773210743363,54.5144034654706,58.0959457432758,60.2180435745606,49.5370208741813,54.4230096051087,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,100.751111152679,109.350766267687,105.278500145757,103.768009399815,95.1924289320854,88.2630981525228,92.1466272217163,91.1526474058621,88.2369101786106,91.9080352181366,90.6235071429408,83.2326599517407,82.7990773608162,74.2317593606954,84.6459594543936,74.0741188581897,58.3413273886585,57.7626233102244,57.5835110134993,61.8380776629215,75.8786241205896,71.6203724344572,76.5875259492337,71.7659880835493,69.7001078840016,86.6192730811138,80.7453954215396,78.705576146032,82.2875952460876,78.3821263528611,83.59286198281,83.4109673161704,77.6195576538144,77.6730674825621,77.9426600894483,83.2316672143172,83.4609089482339,81.0501571398375,76.3172977455278,67.0530088960732,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3858746171294,47.0753809488231,45.6565603999479,32.7944990691709,35.3348698508682,42.8850924985328,43.2985466371701,44.0932592697691,51.2669376945079,55.244744598491,55.8608578328081,47.7757662462753,53.1993757221358,63.584704639468,67.1025582595377,69.2429768143234,69.9834508829834,74.5055635349635,68.9552927699154,68.1811270452107,65.4537920910291,66.7703841003154,58.8982525528306,68.923123951745,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8820595780291,35.9114460965298,40.1892781666999,39.993674493063,49.0487068375418,58.8048026206668,57.8433136224266,50.7653759112662,48.7574356304552,49.2622512343521,47.4756473708527,48.3287388063426,47.2590732399381,44.4630635363875,45.9685498724112,40.5232818134002,43.8479207451719,
Rwanda,15.1260474915619,13.9344244751413,13.5999991644161,12.5,18.4615391886391,21.5053793039662,26.5005531513002,21.3336651899017,21.678278812574,20.0635890579734,24.5156882360145,24.9111165985634,21.9295067777983,23.0980456004181,30.6415672339589,24.7091262161789,28.0087788689482,27.8054443524847,29.7371455823849,29.964622759945,27.0808398466765,27.6309515217474,26.7266441035864,26.5398873450712,26.6309391889279,25.0097252627269,27.6802856953622,21.6574691399913,19.9534267408257,17.4674714250656,15.4002873033514,20.8685211625267,17.3701186093772,20.1892276239502,36.755126318119,22.420699019866,23.0045564442577,20.7933098020964,17.3424039828207,16.207663431465,15.1591891299535,21.9145684120728,19.0783508760902,17.4417198622344,18.2822215238436,21.5015012797081,22.3501915809996,25.3241697831153,30.593089164784,28.527944989336,30.7111256598329,
Saint Kitts and Nevis,,,,,,,,,,,99.0614110429448,99.5026360099936,96.8136703464586,110.034921733088,98.1349852769047,135.650481288605,132.30803542534,123.55963043493,119.591321030978,122.735935315227,143.750002538717,127.30845018548,105.129791720689,115.642460142878,102.802751683357,91.0256426332118,93.4697105413719,98.9044865122075,95.5263174765293,91.4426076128664,86.6832185657047,83.2450022331602,66.5509602978958,73.1063791639636,67.646565142084,65.8748005213363,69.6380102796254,68.3412927180288,61.6028506371282,59.3425639087426,60.1330614465338,53.4178284052596,55.3294467416986,55.3291909023004,47.1659926520452,47.8910262672292,49.0677592332969,47.9807746647422,53.5776308127353,49.7944059484955,52.9383549269754,
Saint Lucia,,,,,,,,,,,,,,,,,,,,132.413009857295,136.416636688256,114.946725136148,114.214972296042,128.799503665035,85.2407276301096,96.2114524296828,107.185041263035,106.442150892733,122.272687274824,122.94906765859,100.203283325858,93.8650810175644,91.2141008819896,85.3607145028275,79.0236367373578,74.1782771938793,69.3892243486596,65.0219705465824,59.3433365394559,59.3062258771776,55.1965762002077,58.407376662468,50.7541538490184,61.4257975353612,60.2996511317837,62.4263359625369,69.6749596970639,66.9927690521399,72.6616345416245,63.7349958064939,59.2748917519422,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,84.5669217301167,76.7041213558866,74.6023906001756,81.348897467534,89.059263927625,81.9729804316268,82.4854868157663,79.3119032942352,89.5048859934854,96.0840840840841,101.872628726287,105.93822454031,78.9255924149123,81.5980289773793,99.008857928102,97.4736723066406,100.903293375123,110.142841276161,112.615667224916,112.175664435231,119.38832121429,109.625670385257,113.519138583209,118.02930265158,126.570057791296,125.795658104563,117.992656521595,106.091759914368,125.779225778295,113.933572097788,110.490322603097,96.9445602171711,90.0557526758631,79.9919375058246,73.9962540147793,66.4211240007309,62.87330990126,79.8443062793654,76.4507178414826,75.3314597474365,52.8372327550783,52.7588254558981,45.8238073700247,49.6002213134108,50.1717841661099,50.8340430431772,50.6392275579607,54.6818199395947,60.5552046903362,54.7187394261625,59.7372395514587,
Samoa,,,,,,,,,,,,,,,,,,,,,,,58.3295930016992,66.2192859797898,71.943545052021,78.6783948353644,64.4823861086564,74.3416233947783,76.7812498591163,80.3690816661202,80.3149142626448,89.3589279965327,98.4024799768155,93.5810928037898,43.1471217230414,51.9072410425293,49.4004144765265,44.031847311006,46.6445468779636,58.5374903541578,69.6204455892939,81.6444776056162,79.4164946598188,78.6931074464482,78.8447964616382,79.038966128851,75.0960042665945,68.4825299660854,63.3281762145813,52.6309077606297,64.4038271345078,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6850811007183,39.7856750111727,48.2499711307363,43.7917030600334,49.6738248523164,63.2546529864349,59.8554613264691,72.9513855964462,58.643366797225,62.5751341734411,
Saudi Arabia,,,,,,,,,59.6390538118598,62.1519216178158,61.1034611494828,68.5378493764727,64.0065539153099,75.8902950310684,85.3829251370789,72.8290004571551,73.5933797752575,78.511719687872,76.3615792775846,78.6689920860728,84.7486758266998,84.3457157293886,78.2964287130208,66.0082618497323,59.7192795043052,49.1858120954076,45.1887418204679,50.5380277417635,52.3034822949537,51.9547743117703,58.64626413199,58.5338745484533,61.6107481128545,53.4182740536785,49.098058203271,54.8450594669612,56.0867543057469,54.2226242489208,47.2207436458764,48.9397599066886,57.2171157782333,54.2515541965881,55.5533998195265,62.8922056601148,69.255201747817,76.1042090866039,78.8225406493504,84.0608917023206,89.9835796322019,77.2456462059066,79.7800365399221,
Senegal,35.9436545421819,34.3481227299785,33.4244413337472,33.0269424730931,32.9699752391754,30.844321361349,31.6510310121637,31.005324705512,32.6684525361796,32.387635571384,33.9044683769936,32.7434580752904,38.8058490415459,37.7766087589316,53.5905275820835,46.7119053251434,49.4377383886918,59.8019532953589,46.4696646018195,45.4319178025719,43.6448690374236,49.6098495204169,49.5248849293638,59.2249209066927,59.6928782658108,46.8567564148219,37.8526434289825,32.33709331086,33.5197347967175,38.9575593900394,34.635094815059,33.3619681401923,28.4266612304103,31.5907358178757,46.7601902116577,49.2909456998768,47.8499867994093,47.9425480335381,47.9021801963311,50.3028764480043,51.9839988689282,56.0316694727382,56.7131080898411,53.1924551298708,54.1487533657114,58.4255964819896,56.1921312139328,57.8212589491552,64.9772809287547,52.7078349716421,54.0117254607708,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3665707978697,59.216762851167,67.0759908112486,71.8541635459647,73.9167776643282,60.7569310074523,69.045544298366,
Seychelles,33.2998962669106,25.4527938093828,25.1660093956215,26.8777174492228,24.9794983237177,25.208599671467,36.4750435286079,43.1381774879203,57.4132808969765,58.9824963298687,66.2304025195312,78.043924993444,76.809144586247,77.0915494822709,82.1218994712195,79.7015954585213,97.089640668709,88.1337527728195,85.3051356893596,83.9373827102456,81.4347595286124,71.4798518213624,76.4756269365833,73.6131654748716,75.3404344162532,75.197934268404,59.6558890879352,54.1587040618956,67.294625,64.5317794371051,65.6565400843882,58.9303570526741,55.343057806591,60.9815185697996,52.7710010571684,56.0764761176762,103.168600511959,80.468362135991,83.1746160413999,92.9409554427185,87.171513961233,111.207166177399,92.9630159062369,97.2219523522158,112.521434695627,114.799629705822,117.520943232872,119.663984760906,161.065670920781,152.52972497576,112.128809964631,
Sierra Leone,48.6681326653583,52.8813674316939,41.6419593506588,47.2401239871021,52.333193430331,54.5929318488508,48.8180657613721,46.0235268706651,56.4893966306089,53.2481619437341,50.0181434021997,50.272984903563,50.2010069147399,49.8450836582841,56.3805558364495,44.576179866905,42.3134377171001,45.7629629977247,46.6891612736122,46.4872684476019,59.1449399457914,42.8764731682037,31.5741875909168,28.0372623512565,26.6673569713704,32.7929882482809,56.3056795131846,38.0717390304704,24.8321473343045,34.406088284814,44.1779859024658,39.487428477169,43.3801813261722,34.46851278008,29.0598090908921,20.0972013552229,27.3957180026572,12.9376562309018,15.1699551808366,12.9968585381687,25.4766303996488,26.189586849889,33.4414154551203,39.9202527997749,38.7812317519104,40.5991759186768,43.6028641331509,41.467872773292,38.3566178526644,40.4529652623098,58.1468462849471,
Singapore,380.026145216482,318.788005110657,323.933614696741,298.89146118858,238.761000446299,228.355386878169,221.741347229991,208.474895857833,205.717095085076,216.275697429662,209.17311618363,203.287526859608,205.292444100774,237.686260071039,271.996592016416,239.904456369935,247.68354083862,283.133479305159,309.176739711416,343.572821261414,365.759712159502,343.465100790005,305.639162398073,282.29679605263,268.640037137187,257.81038502851,258.942078700582,293.818531297255,328.707899352798,309.946569847179,314.476821999907,290.392179249029,276.578217037062,265.48089413879,288.160217250928,300.505047414987,270.731794225264,246.191453709135,220.850577876474,262.599636773272,283.925634517766,260.839372816515,266.737119368821,317.171053313712,340.449945594787,347.91256755844,367.993577225809,334.407625102009,370.070593860415,273.566646700744,317.418204063866,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2666626045741,72.991699289553,67.4946875684306,68.7030831095726,73.1369511852677,78.9969060249868,81.2957544929179,71.8907231128127,85.6136437271718,90.2245465950812,89.4074286150187,96.7764383775368,102.734082377743,108.495484291483,125.861474418404,141.640775269366,147.952723792801,127.869630934279,151.146203016887,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.399383917191,99.5183539924275,98.2377704837341,85.0414257596996,83.8537919532124,86.8207312297627,88.0934290014002,83.6506687751654,94.6820131439527,94.769280167566,92.1066471606704,91.2806789892423,100.833811103453,110.825561177621,121.634624740254,130.342332114447,130.319300408229,107.395810096898,126.807818534269,
Solomon Islands,,,,,,,,64.5006626017699,64.2560802857143,63.7772412140078,,50.6453829545455,67.622564382353,58.3125932307692,62.7509096271186,64.7217625438596,64.6861336470588,70.4807157857143,72.2403082371134,92.189732519084,96.6124285714286,83.8168098159509,68.4545901639344,75.463574879227,68.036149068323,65.8611627906977,65.4841961852861,60.769560669456,57.9366306027821,56.8785826771654,53.2204967320261,61.1821087731402,56.4974664142097,64.7322849072448,60.461750670066,62.0024762550882,55.3821790037706,55.4656070870245,52.2096782723667,48.9409172738963,37.0028842998223,34.210265373266,36.5857527259563,50.4443719396763,58.2858836203424,69.6902121172398,74.0678228066642,78.154320467128,83.4225154877419,72.0129964525728,93.124270895235,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,49.2177728763351,46.6183800300225,44.8084490466448,45.1468162494059,47.3966816347103,46.5742246198939,42.9826848905266,43.4407982340604,41.5595477280862,40.3336886234619,40.2555940594272,39.6997734879266,39.0258711256564,39.4784591384189,46.3049687445771,46.2322135979878,42.6630420796573,41.0501720910752,44.9749805130288,48.7096504577273,55.9074213248847,50.1934742961512,45.051261703663,39.9020628498992,38.8840319354339,41.1712408571007,39.4671179822365,35.084845872751,35.4127381573185,32.5750935327788,37.4489152735914,35.024233926146,33.0832851258368,33.9041272957223,35.8460308119807,38.6458912149943,41.3290004558174,43.0234622110014,41.4041993944043,40.0972849814097,44.9119929931692,48.5368801252849,53.0959140444491,45.3156082243923,45.4654091093203,46.1158791849608,52.4467463888223,55.2937690547554,65.8657519153109,47.6911738374903,48.3254635248577,
Spain,11.9835312435007,13.02320988828,14.2929054018976,14.1014161708528,14.8762467727769,16.0580992560089,16.8668204509803,15.1773372020549,16.1858021410144,17.0181999516268,17.9277166831079,17.6160164852505,18.5423846024504,19.4678901049509,23.8424110229041,21.4955585363395,22.7740524656715,21.8188403208433,20.4097588793055,20.946946328853,24.2465301778573,26.6531194999432,27.305573707108,29.4769427694772,31.3215447578524,30.8818030749803,25.5156773554306,26.9171859963268,27.3755838476585,28.7954676529076,27.5174203871613,27.388318962574,26.7868608995671,27.8781368608183,32.13824087115,35.4228303350812,36.7052459507655,37.794590818799,41.3814472462479,38.8066854706546,46.7377000099089,44.5420428360661,42.3742700523721,41.2767435921595,42.2248468758097,42.5980479494109,43.9283540908554,44.5648287799993,44.0611666432633,35.5549579431518,39.7864745084505,
Sri Lanka,56.1674548753982,50.6971491946098,49.9441379060231,54.4882144862783,61.180593399961,42.325962394854,43.2476574307305,38.3115569326104,38.9319986936643,37.7361769987174,31.6618903688525,29.4331012811388,27.6628663999475,29.2052336448598,34.8776847839805,34.9615606351356,32.1405234248254,35.6153876727003,66.289356849877,72.2876043484071,77.1252574142829,66.646373742721,59.9945686128298,55.8445900938315,54.9021893252508,52.4549715165512,47.9609525613738,51.2707919257026,53.6084952834014,53.4257476448146,57.2669865499838,56.0199653547114,61.3726977095252,66.3914565672135,68.0599878428691,69.871153627286,68.6226761685553,69.5934808760908,67.8317088840122,67.4167694427667,77.1976390968001,68.5180124403998,63.1707747196426,62.4787445815235,66.4477326683378,62.2002375262049,60.6483921624675,58.8559289270258,55.0282760515775,41.7220077711956,44.4210100519714,
Sudan,32.4245849539124,33.3582138087146,35.3443896254497,37.839110708783,33.9538576851863,27.8311189311291,28.6741371852528,26.5330082094894,29.2458198462186,27.2919411272068,27.8976147285257,28.9877303752518,27.4171919439852,28.4261725748539,25.2010654779182,27.6161119127736,25.6553935832641,23.3535502846214,21.2016276948415,19.563098002004,27.8055963372907,23.1599686338333,19.2341139395342,23.3542668090948,17.6717181829572,9.1818578679614,8.10439291289391,6.659818632599,10.1222900951042,13.114852710591,7.99442446381472,10.5015964759669,16.1975418091722,15.3248422735156,13.5221797473005,12.8195303955923,24.028878554206,18.6111044094261,22.4084579711207,20.5484998418117,27.1709683225445,27.3679854904744,29.3476876872856,30.5056682905666,36.214371032633,42.2862199838115,37.7295903651039,37.9390135485178,36.2249159101965,32.6589399790086,34.6315090488951,
