Agricultural land (% of land area),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Rwanda,,53.3036076205918,53.7089582488853,54.1143088771788,54.5196595054722,54.9250101337657,55.3303607620592,55.7357113903527,56.0599918929874,56.6274827725983,56.9112282124037,58.694770976895,61.1268747466559,61.0052695581678,64.2075395216863,65.342521280908,66.4369679773004,67.4908796108634,68.0989055533036,68.7880016214025,69.5176327523308,71.3417105796514,71.9497365220916,72.5577624645318,73.2873935954601,73.7332792865829,74.1791649777057,74.6655857316579,75.1114714227807,75.1925415484394,76.1653830563437,76.084312930685,74.4629104175112,70.125658694771,60.1945683015809,60.1945683015809,62.6266720713417,64.6534252128091,65.464126469396,67.328739359546,67.6935549250101,70.8958248885286,74.9898662342927,76.2059181191731,76.2059181191731,76.2059181191731,76.0032428050264,77.6246453182002,81.0701256586948,81.0701256586948,,
Saint Kitts and Nevis,,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,57.1428571428571,51.4285714285714,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,42.8571428571429,57.6923076923077,57.6923076923077,53.8461538461538,53.8461538461538,50,50,46.1538461538462,46.1538461538462,46.1538461538462,46.1538461538462,46.1538461538462,46.1538461538462,46.1538461538462,46.1538461538462,38.4615384615385,38.4615384615385,34.6153846153846,34.6153846153846,34.6153846153846,38.4615384615385,34.6153846153846,34.6153846153846,30.7692307692308,30.7692307692308,30.7692307692308,19.2307692307692,19.2307692307692,19.2307692307692,19.2307692307692,19.2307692307692,,
Saint Lucia,,27.8688524590164,27.8688524590164,29.5081967213115,29.5081967213115,29.5081967213115,29.5081967213115,31.1475409836066,31.1475409836066,31.1475409836066,31.1475409836066,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,32.7868852459016,34.4262295081967,29.5081967213115,27.8688524590164,27.8688524590164,27.8688524590164,26.2295081967213,22.9508196721311,21.3114754098361,21.3114754098361,21.3114754098361,18.0327868852459,19.672131147541,18.0327868852459,18.0327868852459,18.0327868852459,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,25.6410256410256,25.6410256410256,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,28.2051282051282,28.2051282051282,30.7692307692308,30.7692307692308,30.7692307692308,28.2051282051282,30.7692307692308,30.7692307692308,30.7692307692308,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308,30.7692307692308,28.2051282051282,28.2051282051282,28.2051282051282,28.2051282051282,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,25.6410256410256,,
Samoa,,25.0883392226148,25.0883392226148,25.0883392226148,25.0883392226148,27.208480565371,27.208480565371,27.208480565371,27.208480565371,27.208480565371,27.208480565371,27.5618374558304,27.5618374558304,27.5618374558304,27.5618374558304,27.5618374558304,28.9752650176678,29.6819787985866,29.6819787985866,30.3886925795053,30.3886925795053,31.4487632508834,31.4487632508834,31.8021201413428,31.8021201413428,31.8021201413428,31.8021201413428,31.8021201413428,31.8021201413428,23.6749116607774,23.6749116607774,23.6749116607774,22.2614840989399,22.2614840989399,22.2614840989399,22.6148409893993,22.6148409893993,22.6148409893993,22.6148409893993,22.6148409893993,22.2614840989399,22.2614840989399,22.9681978798587,22.9681978798587,22.9681978798587,23.321554770318,23.321554770318,23.321554770318,23.321554770318,23.6749116607774,,
San Marino,,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,,
Sao Tome and Principe,,36.4583333333333,36.4583333333333,36.4583333333333,36.4583333333333,37.5,37.5,37.5,37.5,37.5,37.5,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,38.5416666666667,39.5833333333333,39.5833333333333,39.5833333333333,39.5833333333333,43.75,43.75,43.75,43.75,43.75,45.8333333333333,46.875,46.875,47.9166666666667,48.9583333333333,51.0416666666667,54.1666666666667,54.1666666666667,55.2083333333333,56.25,57.2916666666667,57.2916666666667,57.2916666666667,57.2916666666667,57.2916666666667,58.3333333333333,,
Saudi Arabia,,40.0848494434081,40.0941531104485,40.1043871441929,40.1178774614014,40.1276463117938,40.1378803455382,40.1471840125786,40.1639306132512,40.1802120305718,40.2011452814127,40.2230088989575,40.2462680665584,40.2709227842154,40.3034856188567,40.3239536863455,40.3546557875787,40.3797756885877,40.4039652228926,40.4286199405496,40.4532746582065,40.4769990091595,40.5025840935205,40.5965511306281,42.9936409435779,45.4135247407766,47.8115449204304,50.230498350925,52.6261926138187,55.0265387102326,57.4413054905591,57.5301555107946,57.5645790788439,80.8418888304825,80.8418888304825,80.8418888304825,80.7093115751573,80.8418888304825,80.8418888304825,80.8418888304825,80.8418888304825,80.8446799305946,80.8456102972987,80.8479362140588,80.8065348957292,80.8102563625453,80.7902534784085,80.7907186617605,80.7232670757179,80.6790746572762,,
Senegal,,44.9124811717654,44.9124811717654,45.4318807458578,45.4318807458578,45.9512803199501,45.9512803199501,46.4706798940425,47.3536591699995,46.2421440814419,46.0395782475458,46.4654858983016,46.4654858983016,46.7251856853477,46.9848854723939,46.9848854723939,46.979691476653,45.9356983327274,45.9305043369864,45.9253103412455,45.9201163455046,45.9149223497637,45.9097283540227,45.9045343582818,45.8993403625409,45.8941463668,45.8837583753181,45.8733703838363,45.8629823923544,45.8474004051317,46.0655482262504,45.2345089077027,45.551342647899,45.5409546564172,45.6084766010492,45.0838830312159,44.9280631589882,44.9488391419519,44.9955851036202,45.2552848906664,45.4734327117852,45.759102477536,45.7071625201267,45.0942710226978,45.3799407884486,45.8422064093908,44.8657352100971,44.8657352100971,48.3249363735522,49.3689295174778,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9236222273039,57.7749828493025,57.8092842442259,57.7978504459181,,
Seychelles,,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,10.8695652173913,10.8695652173913,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,6.52173913043478,6.52173913043478,6.52173913043478,,
Sierra Leone,,36.4702597039933,36.5400726054175,36.6378106674113,36.7076235688355,36.7774364702597,36.8472493716839,36.9170622731081,37.0566880759564,37.1265009773806,37.1963138788048,37.266126780229,37.3359396816532,37.4057525830774,37.4755654845015,37.5453783859257,37.6151912873499,37.6850041887741,37.8246299916224,37.9642557944708,38.034068695895,38.1038815973192,38.3133203015917,38.3831332030159,38.5925719072885,39.2907009215303,39.3605138229545,39.4303267243787,39.4442893046635,39.4442893046635,39.4442893046635,39.4442893046635,39.3046635018151,39.2488131806758,39.234850600391,39.234850600391,39.234850600391,39.2208880201061,39.2208880201061,39.1510751186819,39.234850600391,41.7760402122312,44.7640323931863,45.6576375314158,48.2826026249651,50.6143535325328,53.2951689472214,46.6489807316392,47.6682490924323,47.6822116727171,,
Singapore,,20.8955223880597,20.8955223880597,19.4029850746269,19.4029850746269,19.4029850746269,19.4029850746269,19.4029850746269,17.910447761194,17.910447761194,17.910447761194,14.9253731343284,16.4179104477612,16.4179104477612,13.4328358208955,11.9402985074627,11.9402985074627,11.9402985074627,11.9402985074627,11.9402985074627,11.9402985074627,10.4477611940298,8.95522388059701,8.95522388059701,8.95522388059701,7.46268656716418,5.97014925373134,4.47761194029851,4.47761194029851,2.98507462686567,2.98507462686567,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,1.49253731343284,0,0,0,0,0,0,0,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8523908523908,50.8523908523908,50.8523908523908,50.8108108108108,50.8316008316008,50.7900207900208,50.7900207900208,50.7276507276507,46.8814968814969,46.5072765072765,46.4768239451258,40.2079002079002,40.3534303534304,40.3118503118503,40.1247401247401,40.2702702702703,40.1330838012061,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0039721946375,27.8053624627607,27.2591857000993,26.7130089374379,26.0675273088381,24.5779543197617,24.3296921549156,24.8262164846077,25.7199602780536,25.3227408142999,25.0744786494538,25.3227408142999,24.428997020854,25.2730883813307,24.3793445878848,24.7269116186693,24.428997020854,23.2373386295928,,
Solomon Islands,,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,1.96498749553412,2.00071454090747,2.03644158628081,2.10789567702751,2.10789567702751,2.10789567702751,2.21507681314755,2.21507681314755,2.28653090389425,2.28653090389425,2.35798499464094,2.3222579492676,2.39371204001429,2.42943908538764,2.42943908538764,2.46516613076099,2.53662022150768,2.53662022150768,2.57234726688103,2.60807431225438,2.60807431225438,2.60807431225438,2.64380135762772,2.71525544837442,2.71525544837442,2.75098249374777,2.82243658449446,2.96534476598785,2.96534476598785,2.96534476598785,2.96534476598785,3.0010718113612,3.03679885673455,3.0010718113612,,
Somalia,,69.9859725188893,69.9939426786113,70.0019128383333,70.0098829980553,70.0178531577773,70.0258233174993,70.0337934772213,70.0417636369433,70.0497337966653,70.0577039563873,70.0656741161093,70.0736442758313,70.0816144355533,70.0895845952753,70.0975547549973,70.1055249147193,70.1134950744413,70.1214652341633,70.1294353938853,70.1374055536073,70.1453757133293,70.1533458730513,70.1613160327733,70.1692861924953,70.1772563522173,70.1852265119393,70.1931966716613,70.1995727994389,70.2011668313833,70.2043548952721,70.2043548952721,70.2059489272165,70.2075429591609,70.2171071508273,70.2266713424937,70.2346415022157,70.2426116619377,70.2442056938821,70.2442056938821,70.2442056938821,70.2505818216597,70.4976567730417,70.5773583702618,70.7383555966462,70.7383555966462,70.4036088883221,70.1804444161061,70.1804444161061,70.1820384480505,,
South Africa,,84.0103090236894,83.0189300682602,82.0687213352326,81.036172157402,80.0859634243744,79.942691050417,79.7088441871763,79.540869679778,79.3646611278994,79.1966866205011,79.0204780686225,78.8525035612242,78.6762950093456,78.5165545464277,78.3321119500688,78.1575502070862,78.1032055135162,78.0538012466343,77.9961629352722,77.9549927128706,77.9055884459888,77.8504203479707,77.8504203479707,77.8504203479707,77.8504203479707,78.0587416733225,78.470443897338,78.7998056765503,79.2938483453688,79.7055505693842,80.1995932382027,80.6112954622181,81.0229976862335,81.517040355052,81.9493276902682,82.0934234686736,82.052253246272,82.0753085708169,82.0440192017917,82.0440192017917,82.0440192017917,82.0440192017917,82.0440192017917,81.9929681260138,81.9929681260138,81.8282872364076,81.8282872364076,81.8282872364076,81.704776569203,,
Spain,,66.4892552723198,66.4932570330946,66.3031733962944,65.5348353275441,65.4167833846892,64.340309736284,64.7925087038297,64.3463123774461,65.0826363599984,64.2662771619512,65.3967745808156,65.1646724558806,64.5884189043179,64.1880940470235,63.8892780657687,63.0862541785936,63.2381791247948,63.015234320261,62.7677463266205,62.5422948325225,62.479477836063,62.4494454010331,61.6522836033078,61.3246836456832,61.4928720166587,61.2886432804741,61.2706230978696,61.2245715201025,61.4708473490309,61.0123338138715,60.8101073201986,60.6259010091302,60.1333493512734,60.4336857280154,59.5046452026269,60.3455870575044,60.1854076565754,59.9831811629024,59.6227775108121,59.6513026052104,59.2152772205729,58.9511862776531,58.3982692654394,58.2375095156056,58.4343505179426,57.3429796785442,56.1078720121817,56.4194065757819,55.4931836407378,,
Sri Lanka,,27.4756817094562,27.220538988997,32.8496252591293,33.5353213203636,34.3804815818849,35.1618561632913,35.9591771647265,37.011640886621,37.1232658268219,37.2029979269654,37.2986764471376,37.3943549673098,37.4900334874821,37.5857120076543,37.6176048477117,38.2076223887737,38.7976399298358,39.3717110508691,37.6176048477117,37.4581406474247,37.4581406474247,36.6129803859034,36.8043374262478,36.8521766863339,36.9159623664487,37.0913729867645,37.2189443469941,37.2667836070802,37.3146228671663,37.2986764471376,37.3465157072237,37.3784085472811,36.9956944665922,37.0435337266784,37.0913729867645,37.1073194067932,37.1232658268219,37.1392122468506,37.3943549673098,37.4740870674534,37.4900334874821,37.5697655876256,37.7930154680274,36.8362302663052,40.0255142720459,38.9092648700367,38.1119438686015,42.1782809759209,41.6201562749163,,
Sudan,,45.8080808080808,45.8501683501684,45.8922558922559,45.9351851851852,45.9772727272727,46.0185185185185,46.0648148148148,46.1056397306397,46.1477272727273,46.1889730639731,46.2302188552189,46.2714646464646,46.3164983164983,46.3404882154882,46.3825757575758,46.4225589225589,46.4638047138047,46.479797979798,46.4793771043771,46.4856902356902,46.4983164983165,46.523569023569,46.5446127946128,46.5677609427609,47.4326599326599,48.71632996633,49.581228956229,50.8606902356902,51.7087542087542,51.729797979798,51.7529461279461,52.1948653198653,53.3388047138047,53.9204545454545,54.5639730639731,54.9406565656566,55.0639730639731,55.1776094276094,55.2828282828283,55.3766835016835,55.594696969697,55.8139730639731,56.6203703703704,56.6064814814815,57.2377946127946,57.1590909090909,57.1910774410774,56.8371212121212,57.5467171717172,,
Suriname,,0.262820512820513,0.269230769230769,0.262820512820513,0.294871794871795,0.301282051282051,0.282051282051282,0.275641025641026,0.275641025641026,0.301282051282051,0.307692307692308,0.333333333333333,0.33974358974359,0.358974358974359,0.365384615384615,0.371794871794872,0.378205128205128,0.391025641025641,0.397435897435897,0.41025641025641,0.442307692307692,0.467948717948718,0.480769230769231,0.480769230769231,0.493589743589744,0.519230769230769,0.538461538461538,0.564102564102564,0.564102564102564,0.564102564102564,0.564102564102564,0.570512820512821,0.570512820512821,0.570512820512821,0.570512820512821,0.570512820512821,0.570512820512821,0.564102564102564,0.564102564102564,0.564102564102564,0.564102564102564,0.551282051282051,0.474358974358974,0.512820512820513,0.493589743589744,0.461538461538462,0.461538461538462,0.448717948717949,0.455128205128205,0.519230769230769,,
Swaziland,,85.3488372093023,85.9302325581395,85.6976744186046,85.8720930232558,86.2790697674419,86.8023255813954,87.0348837209302,87.093023255814,86.8604651162791,86.8604651162791,86.8604651162791,87.9651162790698,87.9651162790698,86.1627906976744,76.3372093023256,79.7093023255814,80.9883720930233,80.9883720930233,77.906976744186,75.0581395348837,74.6511627906977,74.7674418604651,74.8837209302326,73.7790697674419,74.6511627906977,77.2674418604651,75.9883720930233,74.7093023255814,73.4883720930233,71.9767441860465,71.3372093023256,71.1046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.1046511627907,71.1046511627907,71.1046511627907,71.1046511627907,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.046511627907,,
Sweden,,10.3255836623288,10.1671784373934,9.7017107764293,9.6091046449286,9.38002631963738,9.25330213968904,9.2240580981625,9.06808987668763,9.1265779597407,9.14607398742506,9.15825900472779,9.09977092167471,9.06077886630599,9.10220792513525,9.08027489399035,9.10220792513525,9.07052688014817,9.08514890091144,9.04371984208218,9.02666081785836,8.95598771750256,8.91943266559438,8.86094458254131,8.80001949602768,8.51489009114393,8.47102402885412,8.41984695618268,8.37598089389287,8.32967782814252,8.31749281083979,8.18345762050982,8.14933957206219,8.17858361358873,8.17858361358873,7.96169030560024,8.03480040941658,7.94219427791588,7.87395818102062,7.78378905298046,7.68387191109811,7.68630891455866,7.72530096992738,7.70824194570356,7.75941901837501,7.83740312911244,7.70824194570356,7.6448798557294,7.53765170346542,7.50353365501779,,
Switzerland,,54.125,54.125,54.125,54.45,54.45,54.475,54.475,54.425,54.375,54.35,54.35,50.45,50.425,50.5,50.5,50.525,50.525,50.525,50.525,50.5,50.5,50.5,50.525,50.525,50.525,50.525,50.525,50.525,50.525,39.525,39.575,39.525,39.525,39.525,39.525,39.525,39.525,39.5,39.5,38.3,38.125,38.125,38.125,38.1,38.1,38.125,38.1,38.125,38.125,,
Syria,,81.2982914354119,81.4560888018283,81.8424202851235,80.8248993361628,77.8049842202634,74.1647622156927,74.1647622156927,73.0275329197954,73.1581238437262,73.2343018826858,73.2288605941887,77.0540864076614,78.7789748612471,78.9911851126347,76.7602568288171,77.3370334095114,76.3956904995103,76.2270105560997,75.960387419741,76.5153988464468,76.803787136794,76.7929045597998,76.1290673631516,76.0311241702035,75.911415823267,75.7427358798564,75.6719991293938,74.7252149308956,73.4138644030906,73.430188268582,73.522690173033,74.0722603112417,74.2300576776581,75.0136032212428,75.0299270867341,75.0353683752313,75.1115464141909,74.8394819893351,74.9102187397976,74.6055065839591,74.6708020459245,74.8666884318207,75.2383027398006,75.7476711881026,75.3282126709157,75.5704405598214,75.6752341537791,75.6806795905032,75.7392582911289,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0734495570163,32.4592740783081,31.9376964847099,32.7379251214633,32.7593598170906,32.5950271506145,32.4878536724779,32.6378965418691,32.6736210345813,32.6736210345813,32.6593312374964,32.8379537010574,33.2237782223492,33.3809659902829,33.8310945984567,33.7882252072021,33.7739354101172,33.9382680765933,,
Tanzania,,29.3519981937232,29.3519981937232,30.4809212011741,30.4809212011741,30.4809212011741,32.7387672160759,32.7387672160759,32.7387672160759,32.7387672160759,33.8676902235268,36.1255362384285,36.1255362384285,36.1255362384285,36.1255362384285,36.1255362384285,36.1255362384285,36.1255362384285,37.2544592458794,37.2544592458794,37.2544592458794,37.2544592458794,37.2544592458794,37.2544592458794,37.2544592458794,38.3833822533303,38.3833822533303,38.3833822533303,38.3833822533303,38.3833822533303,38.3833822533303,38.3867690223527,38.3833822533303,38.3833822533303,38.3833822533303,38.3833822533303,38.3833822533303,38.3867690223527,38.3833822533303,38.3833822533303,38.3833822533303,38.4962745540754,38.7220591555656,39.1973357417024,39.2300745089185,39.2300745089185,39.286520659291,39.3429668096636,39.4558591104087,40.0767667645067,,
Thailand,,22.8092152909628,23.4492747949656,24.3888116815753,24.8390064397424,25.3283485681849,25.8568380669029,26.3461801953454,26.8159486386502,27.2465697116796,27.8885865841962,28.1841492297755,29.8107224647184,31.474485701423,33.0462526179804,33.7058858071209,34.3479026796375,35.1641253498796,35.9686038090391,36.6067059445282,37.0686449137779,37.8574644248273,38.7147918338586,38.9477186869972,39.247196069604,40.2767719078471,40.6643308735736,41.5745072324767,41.750670398716,41.7643719783124,41.8544109299458,42.1147409422772,41.8367946133218,41.5842940750455,41.3396230108242,41.5157861770636,40.8365793027853,40.0125271584881,39.2491534381178,39.1806455401358,38.8224471021159,38.8107028910333,38.5386286676192,38.2743839182603,38.2763412867741,38.3644228698937,38.3644228698937,38.4622912955822,38.6247528822251,38.7461097300789,,
Timor-Leste,,15.46738399462,15.46738399462,15.46738399462,15.46738399462,15.46738399462,15.46738399462,15.6018829858776,15.6018829858776,15.6691324815064,16.3416274377942,16.3416274377942,16.4761264290518,16.8123739071957,16.8123739071957,17.1486213853396,17.350369872226,17.6193678547411,18.2246133154001,18.560860793544,18.7626092804304,18.9643577673167,19.0988567585743,19.2333557498319,19.4351042367182,19.6368527236046,19.8386012104909,20.1075991930061,20.3765971755212,20.5110961667788,21.3853396099529,22.1923335574983,22.1923335574983,22.5285810356422,22.8648285137861,22.8648285137861,22.9993275050437,23.0665770006725,22.9320780094149,22.6630800268998,22.6630800268998,24.3443174176194,24.3443174176194,24.5460659045057,25.8910558170814,25.8910558170814,25.8910558170814,25.2185608607935,25.8910558170814,25.2185608607935,,
Togo,,56.4441993013422,56.4441993013422,56.4441993013422,56.4441993013422,56.5361279646994,56.5361279646994,56.5361279646994,56.5361279646994,56.5361279646994,56.5361279646994,52.9509100937672,52.9509100937672,52.9509100937672,52.9509100937672,52.9509100937672,52.9509100937672,52.9509100937672,54.7894833609119,55.7087699944843,55.8006986578415,55.8006986578415,55.8006986578415,55.8006986578415,56.7199852914139,56.8119139547711,56.8119139547711,57.1796286082,57.7312005883434,57.7312005883434,58.6504872219158,58.742415885273,58.742415885273,60.672917815775,60.672917815775,60.672917815775,62.5114910829196,63.430777716492,64.9016363302078,66.7402095973524,66.7402095973524,64.7177790034933,64.2581356867071,63.7984923699209,63.5227063798492,63.3388490531348,63.3388490531348,62.8792057363486,62.6034197462769,62.1437764294907,,
Tonga,,37.5,38.8888888888889,40.2777777777778,40.2777777777778,41.6666666666667,43.0555555555556,43.0555555555556,43.0555555555556,45.8333333333333,44.4444444444444,44.4444444444444,45.8333333333333,45.8333333333333,47.2222222222222,47.2222222222222,45.8333333333333,45.8333333333333,45.8333333333333,45.8333333333333,47.2222222222222,47.2222222222222,47.2222222222222,45.8333333333333,45.8333333333333,45.8333333333333,45.8333333333333,45.8333333333333,45.8333333333333,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,45.8333333333333,45.8333333333333,43.0555555555556,43.0555555555556,43.0555555555556,41.6666666666667,41.6666666666667,41.6666666666667,41.6666666666667,41.6666666666667,41.6666666666667,41.6666666666667,43.0555555555556,41.6666666666667,43.0555555555556,,
Trinidad and Tobago,,18.9083820662768,18.9083820662768,19.1033138401559,19.1033138401559,19.1033138401559,19.1033138401559,19.1033138401559,19.1033138401559,19.1033138401559,19.1033138401559,19.6881091617934,19.6881091617934,21.4424951267056,21.6374269005848,20.6627680311891,20.6627680311891,20.6627680311891,20.6627680311891,20.6627680311891,19.6881091617934,18.5185185185185,17.1539961013645,14.4249512670565,14.4249512670565,13.8401559454191,13.8401559454191,13.8401559454191,14.0350877192982,14.0350877192982,15.009746588694,15.7894736842105,15.7894736842105,15.7894736842105,15.7894736842105,14.8148148148148,14.8148148148148,13.8401559454191,12.8654970760234,13.0604288499025,13.0604288499025,11.6959064327485,11.6959064327485,11.6959064327485,10.7212475633528,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,,
Tunisia,,55.664263645726,55.5290937178167,55.3939237899073,55.7994335736354,55.664263645726,55.5290937178167,55.3939237899073,55.2587538619979,56.1019567456231,57.1704428424305,57.0803295571576,57.5888259526262,58.032955715757,58.2196189495366,58.5350154479918,58.850411946447,59.0177651905252,58.148815653965,57.6145726055613,55.9989701338826,56.3208032955716,56.745623069001,57.2798661174047,57.273429454171,56.7842430484037,56.0375901132853,55.9732234809475,54.6601441812564,55.8058702368692,55.6385169927909,59.2816683831102,60.2149845520082,60.6462409886715,59.7515447991761,60.1699279093718,60.0154479917611,60.163491246138,60.6333676622039,61.3156539649846,61.476570545829,61.1418640576725,62.8411431513903,62.9763130792997,63.2723995880536,63.2337796086509,63.1179196704428,63.1114830072091,63.6006694129763,63.0084963954686,,
Turkey,,47.4474747605992,47.6176864207476,48.5557995400387,48.4544521393397,48.4596494419396,48.7039226641373,48.4648467445396,48.8559437651859,50.209841092473,49.6056546652288,49.7823629536271,50.4476176864207,50.3969439860712,49.8005535127269,49.3250003248314,49.2483401114821,49.4120551433806,49.4328443537804,50.5333731793199,50.1266842508738,50.1708613229734,48.3232202486909,47.7086392162468,48.8715356729857,49.5432870340293,50.001948988475,51.2285124020633,51.0154229954654,51.8391954575575,51.5533438145602,52.0600808180554,51.8482907371074,51.8599846679573,52.1666255213544,51.3142678949625,51.1466548861141,50.9881371568156,51.8677806218572,52.3654223458025,52.5954029858504,53.2307732286943,53.5270194768915,52.8097917180983,53.5452100359913,53.5621012694412,52.6135935449502,51.3298598027624,50.8322180788171,50.5580603666697,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5506352009874,68.6910816504586,68.8698316770583,68.9187751367225,68.9336709722725,68.9357989487796,68.9783584789224,68.9145191837082,68.9145191837082,68.8719596535654,68.9783584789224,69.0847573042794,69.0847573042794,69.4039537803503,69.4890728406358,69.4039537803503,69.399697827336,69.3933138978146,,
Turks and Caicos Islands,,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,,
Tuvalu,,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,,
